,Q16288,Q9UM73,P06213,P52564,Q8IU85,P04629,P42345,P51617,Q15418,P78368,P48729,P51812,Q16539,P54646,Q02763,Q9HCP0,O75582,P48736,Q96GD4,P16591,P48730,P22607,Q9Y4K4,P67870,Q9HAZ1,O43293,O00444,O15530,P51957,P16234,Q9UQM7,P36507,Q9BXA7,P35968,O60674,Q9H4B4,Q86V86,Q05397,P00533,O14757,P07333,Q9Y243,P12931,O14965,Q7KZI7,P15056,Q13237,P29317,O95819,P11362,Q15759,P53778,O00311,P35916,Q05655,Q14680,P30291,Q9HBY8,P10721,Q8TDC3,O00418,P24941,Q00535,P41240,P06493,P22694,P78527,Q16644,P04049,Q96PF2,Q13131,O15111,P54619,P09619,P11309,Q9UBF8,P15735,P29376,P49841,P07948,Q06418,P30530,Q9H3Y6,P51813,O00141,Q13188,Q13976,Q12866,Q07912,Q9NWZ3,P50613,Q9P289,Q02156,P17252,P08631,P49759,Q13557,Q02750,P43405,Q05513,Q15078,Q9BWU1,P04626,P07332,P28482,P21802,Q9NR20,Q9HBH9,Q16620,P80192,P53350,P05129,P53667,P27448,P50750,P36888,Q13627,P27361,O94806,Q9UGJ0,P31749,Q00534,Q14164,Q5S007,Q9BUB5,Q14289,P52333,Q99683,O15264,P05771,Q04912,P17612,P22612,P07949,Q9Y463,P54760,Q13555,Q8NE63,Q13882,O14920,Q9UHD2,Q12851,O43781,P17948,P06241,Q9UGI9,P51451,P06239,O15075,Q96SB4,Q13554,P34947,Q08881,P49137,Q5VT25,P19784,P43403,Q14012,P29323,Q15118,P49336,P49760,P24723,Q16566,P42684,P42336,Q96RG2,Q9NYL2,Q9H2G2,O96017,Q9Y6M4,P68400,Q15139,O00329,Q04759,P08069,Q9H2X6,P31751,P42679,P11802,Q8N4C8,P08581,P00519,Q06187,Q96KB5,Q04771,P49840,P41279,P41743
P22694,0.079094276,0.050814679,0.068456237,0.146683696,0.261084482,0.086392494,0.027486112,0.073114283,0.232122146,0.121478418,0.130119288,0.243218114,0.154328251,0.191429619,0.071165005,0.123632137,0.235445625,0.037435657,0.240397377,0.091936454,0.117686158,0.090497282,0.103120601,0.05118474,0.109582592,0.171607977,0.132628909,0.253724403,0.117043134,0.079382954,0.186379084,0.14015594,0.195507804,0.067052003,0.079434245,0.148088397,0.163286754,0.074825207,0.068847566,0.163298932,0.07645954,0.332186905,0.099234804,0.228318799,0.167694848,0.092711528,0.27281645,0.080747287,0.084086622,0.090193628,0.157002946,0.140739306,0.092862993,0.06637761,0.244368547,0.173867881,0.084137948,0.340953223,0.078989198,0.15847137,0.046784897,0.17460558,0.150457158,0.125643075,0.186448697,1.0,0.024414947,0.203240347,0.097411314,0.195659849,0.197000438,0.12599907,0.055778496,0.074458047,0.139101047,0.04538028,0.201884963,0.065828333,0.153003013,0.111103941,0.086322549,0.074102172,0.093777824,0.100389496,0.358522871,0.160492078,0.299175827,0.078511894,0.074162768,0.095186874,0.156653803,0.169400098,0.244239024,0.253136646,0.09899347,0.123193784,0.184038349,0.150298171,0.101590412,0.251352908,0.053118765,0.11874533,0.067409216,0.08609716,0.156148049,0.094077205,0.120355738,0.180727995,0.080529575,0.083671666,0.158784463,0.228656203,0.099383644,0.178160776,0.126354943,0.077739136,0.098950141,0.151092111,0.137493199,0.047243803,0.329954177,0.134654495,0.096444288,0.050745557,0.164375462,0.082048172,0.075377005,0.098852104,0.158649414,0.262374176,0.057343274,0.932396684,0.815499324,0.093122287,0.103974292,0.080041777,0.173132269,0.096559906,0.104215524,0.114894829,0.105936361,0.102422814,0.113548822,0.07993327,0.101782503,0.040007881,0.105186808,0.098189346,0.17418598,0.061804906,0.146443516,0.213344126,0.0840117,0.208347685,0.145448236,0.1404956,0.113613895,0.2518014,0.081425571,0.051872551,0.118564665,0.114347513,0.251825978,0.190345358,0.084585405,0.039282367,0.088453969,0.092088527,0.10815808,0.20321705,0.116226124,0.128439222,0.140759895,0.033304187,0.23247464,0.06130514,0.082644398,0.329954177,0.102037878,0.123947648,0.084777636,0.061089179,0.087540547,0.10321032,0.085174037,0.081358384,0.137613858,0.114231692,0.26029795
P78527,0.027727682,0.032695576,0.032475005,0.023347773,0.024793661,0.024696868,0.070911884,0.024320381,0.02833625,0.022187132,0.020370189,0.028762275,0.023751789,0.027967817,0.027960929,0.023657275,0.02824964,0.045031564,0.022764458,0.033700482,0.022181886,0.027622,0.028571546,0.024320056,0.02136888,0.02427001,0.029832315,0.024186353,0.027848877,0.033542501,0.02303658,0.024109729,0.023374522,0.034665512,0.03198685,0.025931314,0.022475003,0.033243926,0.031446789,0.027779933,0.02903566,0.02261865,0.022976829,0.023191022,0.027281039,0.026528913,0.030542547,0.029162445,0.031236265,0.028532377,0.024782681,0.022853157,0.025580439,0.032600925,0.026625482,0.02956608,0.024696587,0.024349085,0.029236195,0.029126941,0.026382771,0.023981419,0.024888722,0.022284582,0.023996988,0.024414947,1.0,0.021561516,0.028173027,0.022657336,0.024933377,0.028916137,0.024974187,0.030815871,0.02457799,0.042198716,0.024120895,0.028598335,0.023873237,0.025804007,0.027511945,0.028369806,0.023408464,0.028649849,0.025006795,0.024094214,0.026889726,0.030336453,0.026540913,0.026347636,0.020936272,0.02377173,0.028852256,0.027020925,0.024591742,0.021384721,0.02443306,0.021810259,0.027552336,0.02363149,0.022404925,0.02250506,0.030735778,0.033946866,0.022659154,0.026830928,0.025252955,0.023467509,0.026900628,0.03133325,0.027558901,0.028229687,0.026829244,0.025063395,0.02354676,0.028608381,0.024824828,0.02270404,0.02992983,0.026839533,0.027581973,0.023527608,0.030334498,0.049299644,0.025001265,0.034477124,0.034007144,0.037277341,0.022810123,0.025771262,0.033262323,0.025305366,0.023568229,0.02971578,0.027011153,0.026557607,0.024867704,0.027076295,0.020988047,0.034471402,0.027933451,0.028185437,0.024950596,0.033294584,0.02310437,0.024981081,0.025595125,0.024570066,0.025668721,0.027984414,0.024291761,0.025976281,0.026893602,0.023245651,0.041283434,0.023938807,0.025208625,0.022313193,0.027945614,0.025964881,0.022498888,0.022437708,0.025562899,0.023091132,0.029547505,0.040546821,0.033689744,0.028751247,0.035572432,0.025928014,0.02006921,0.024891011,0.029280605,0.045654736,0.028925312,0.034138685,0.030597484,0.022798972,0.023854036,0.021494745,0.03037181,0.033538914,0.029036967,0.027654395,0.020773421,0.02393885,0.022416607,0.024532024,0.023048259
Q16644,0.066013031,0.056064077,0.061996538,0.120646614,0.260158267,0.065428123,0.027665421,0.064810478,0.205240012,0.095707839,0.121548632,0.181795365,0.139052477,0.171980889,0.058369248,0.096974664,0.180898562,0.051741892,0.20274074,0.079133433,0.09920514,0.074158532,0.100399417,0.058559087,0.134458611,0.19839831,0.112745133,0.149278791,0.108605221,0.072367796,0.20695671,0.134520574,0.16919227,0.062244203,0.067381912,0.142099513,0.154907252,0.071767542,0.06517866,0.14020781,0.065665882,0.172204606,0.080656587,0.178286573,0.137900254,0.079048594,0.126182362,0.07930929,0.079882316,0.072446347,0.126165579,0.132803847,0.078578556,0.05817552,0.132790038,0.163917089,0.09713556,0.172565297,0.06815359,0.159825899,0.047191591,0.152726294,0.163597463,0.101191444,0.151934679,0.203240347,0.021561516,1.0,0.090148357,0.17146853,0.169831866,0.11214404,0.047964377,0.065939615,0.138437567,0.042023637,0.236965729,0.070649859,0.140688308,0.073487142,0.066143234,0.065584733,0.080430413,0.078700263,0.183575107,0.135546502,0.133194022,0.065256899,0.067017795,0.08574518,0.135468852,0.144349284,0.116465629,0.110529684,0.08671621,0.135566219,0.205541403,0.13458978,0.084584406,0.129190976,0.058117579,0.109722533,0.061014263,0.075835265,0.131126077,0.069263691,0.123157704,0.233667931,0.077287944,0.092019041,0.139063363,0.119559742,0.112564883,0.147830349,0.144444859,0.052074355,0.080361334,0.145281223,0.122971685,0.054966026,0.174075292,0.139412476,0.094139603,0.054768157,0.238774411,0.070910938,0.068678126,0.073678661,0.144951598,0.109861143,0.053118999,0.205466753,0.229530067,0.060446754,0.082402051,0.079102606,0.202541033,0.096377906,0.099562117,0.115964577,0.093768329,0.096517366,0.123618704,0.066930485,0.082484493,0.049709742,0.085433388,0.08622337,0.194911545,0.065831012,0.170265422,0.111192268,0.082122074,0.670270344,0.072998049,0.144389378,0.084779451,0.280060877,0.079722977,0.05725624,0.114805582,0.1313784,0.128608159,0.249598793,0.064795789,0.044709067,0.084187888,0.066730973,0.085378961,0.206897694,0.095544275,0.141617429,0.124250023,0.04371859,0.137729007,0.051297716,0.084765834,0.181435408,0.095951974,0.144693727,0.081636399,0.050073172,0.07078791,0.083081592,0.074690862,0.086511909,0.122668993,0.109883867,0.128731056
P04049,0.11046683,0.07057814,0.088089885,0.10877874,0.102305455,0.106898359,0.031189988,0.111219159,0.083307792,0.069946057,0.073046605,0.089527668,0.105669918,0.085763307,0.084493409,0.071102783,0.085624987,0.046534381,0.123295881,0.112159877,0.087122441,0.106201337,0.092450109,0.042500546,0.083051742,0.093376603,0.064890104,0.095914458,0.084119601,0.094965346,0.079779489,0.092743694,0.091524671,0.079094721,0.090860612,0.095319831,0.093183287,0.094558562,0.079533895,0.093044114,0.107710435,0.108079882,0.151650017,0.135929547,0.08243889,0.515517532,0.077346802,0.114272873,0.070440112,0.110640883,0.108283561,0.115535249,0.059459046,0.080167901,0.12377178,0.079103828,0.092868806,0.103621505,0.099821013,0.075339433,0.052050385,0.109104164,0.111114452,0.14182714,0.108431012,0.097411314,0.028173027,0.090148357,1.0,0.106531283,0.095446685,0.075961469,0.059578683,0.09936062,0.107641422,0.047748475,0.103483656,0.097021956,0.097662117,0.154240626,0.09071157,0.096335591,0.140630818,0.136395152,0.102549316,0.103258199,0.087773529,0.090479443,0.08158052,0.142879413,0.096574042,0.127869747,0.113135105,0.120507456,0.142598882,0.078684076,0.084185922,0.097285933,0.124512993,0.097937963,0.041550751,0.083411923,0.083284917,0.104117349,0.100305616,0.107120942,0.079225639,0.106228465,0.108588919,0.09485439,0.098774899,0.108025479,0.132562954,0.086087623,0.090339123,0.089708706,0.074404236,0.098861439,0.118400999,0.058857454,0.10831243,0.095937159,0.068806729,0.057254726,0.092514953,0.095016432,0.084506074,0.075916752,0.105804249,0.116658961,0.08269311,0.096444231,0.096083868,0.100695294,0.078037791,0.119267171,0.080879633,0.069259263,0.143174679,0.073964854,0.068130018,0.091435351,0.090372538,0.085487977,0.156721182,0.047292111,0.158720897,0.147792739,0.105620607,0.059045325,0.067538539,0.084557958,0.120744361,0.086582217,0.046361186,0.102187515,0.127199713,0.098623112,0.113612373,0.05518636,0.088228845,0.083674655,0.106228145,0.097391839,0.101431233,0.05050305,0.073996385,0.100719632,0.076166897,0.109572555,0.068888599,0.092520124,0.116395281,0.053417456,0.125971288,0.091127774,0.057422192,0.11149809,0.139146251,0.112707625,0.069185587,0.087917462,0.098094965,0.130328629,0.096100661,0.10703427,0.087830548,0.099144658,0.096650165
Q96PF2,0.084416622,0.058462556,0.063292758,0.133143122,0.201166347,0.092618751,0.027889072,0.069963112,0.138715254,0.086821575,0.111859091,0.13891254,0.156158718,0.200551598,0.068158809,0.090545386,0.142109526,0.045086969,0.203972523,0.092453545,0.108423275,0.095446239,0.081712865,0.055597547,0.120324354,0.172534697,0.128347931,0.15477099,0.104592398,0.077652272,0.170624791,0.12532963,0.667720046,0.063291436,0.068512117,0.158655449,0.205899299,0.080441912,0.066964801,0.175131734,0.070072721,0.183150251,0.109014135,0.183885707,0.196520393,0.096526824,0.129217954,0.077964878,0.079437167,0.100679872,0.169991296,0.154061171,0.084841894,0.060858933,0.133747554,0.184444243,0.072975171,0.16567651,0.073693042,0.165949389,0.047424125,0.176788536,0.168237737,0.124429633,0.162681538,0.195659849,0.022657336,0.17146853,0.106531283,1.0,0.20580514,0.10019651,0.054045305,0.073628885,0.183081162,0.044178111,0.184639674,0.077193785,0.121928199,0.117167958,0.086413483,0.074836057,0.103291413,0.106837992,0.169376172,0.133985578,0.125806489,0.068511108,0.077517335,0.121418101,0.126898312,0.156946213,0.118895134,0.140309279,0.109528483,0.111259309,0.165284608,0.125283433,0.089417933,0.135385923,0.044150048,0.11341597,0.064157494,0.099927033,0.161456052,0.102359963,0.119361939,0.170196524,0.082627538,0.070700714,0.15524296,0.128935088,0.093279779,0.201365695,0.129454175,0.070893006,0.098842339,0.155694081,0.132809335,0.043536206,0.187265601,0.132277523,0.095967285,0.049229167,0.170965104,0.088329899,0.071971369,0.089148316,0.174521627,0.137286692,0.069478837,0.194230209,0.19024056,0.090208382,0.108562976,0.077028104,0.15518516,0.104780975,0.121542644,0.094631531,0.082772513,0.08337674,0.10179802,0.069488471,0.111136856,0.043679703,0.110996353,0.104352191,0.155359363,0.059418963,0.139640842,0.114590133,0.098152349,0.167874285,0.083947727,0.139770507,0.097149498,0.229200017,0.07821828,0.060191063,0.120671475,0.113248639,0.137899086,0.179586413,0.081345567,0.03968158,0.105394684,0.089672757,0.104538552,0.181165688,0.096054141,0.12304609,0.136848652,0.03900957,0.1261462,0.06907157,0.071981371,0.186189362,0.109440754,0.118286525,0.077500418,0.070142023,0.088924436,0.095634345,0.106715084,0.090314284,0.117614486,0.117711957,0.140949173
Q13131,0.074102833,0.052407482,0.05566129,0.107743273,0.215654445,0.07320726,0.029469013,0.066516849,0.143939848,0.093964648,0.094542824,0.143690804,0.143860092,0.761175817,0.064860979,0.095068037,0.133163894,0.0471258,0.17436024,0.077982474,0.09869459,0.078112577,0.093931985,0.045597204,0.105646318,0.184682174,0.126659975,0.14403402,0.099663085,0.071193026,0.176994115,0.123012561,0.207119067,0.070309414,0.063113307,0.131100048,0.162660776,0.091236945,0.074326514,0.186093557,0.068027645,0.168083816,0.104713828,0.17254048,0.225414672,0.086082958,0.113937159,0.077101013,0.091085037,0.082698189,0.132929167,0.131943762,0.072575403,0.065226247,0.122492272,0.235441717,0.0751311,0.148709584,0.065316106,0.229748959,0.043028526,0.166601939,0.154990729,0.097758585,0.16305902,0.197000438,0.024933377,0.169831866,0.095446685,0.20580514,1.0,0.110426596,0.048957895,0.071836224,0.136016523,0.054908147,0.196036976,0.062195775,0.111577164,0.103430767,0.07825587,0.074814808,0.105116257,0.096071824,0.157071112,0.133719351,0.123042093,0.072390072,0.073446393,0.106314398,0.134380768,0.14608791,0.133488041,0.13749993,0.104689812,0.107971112,0.174736871,0.120445848,0.073920517,0.13117994,0.054353187,0.119357122,0.064438607,0.079477082,0.127778656,0.079886999,0.097270524,0.136608857,0.073717033,0.091312591,0.149401071,0.122470197,0.099154381,0.232598124,0.141638081,0.063695845,0.08019162,0.130480728,0.114199946,0.046608445,0.169812706,0.133491999,0.09784666,0.056333995,0.130222914,0.084992941,0.070239839,0.083794426,0.131081195,0.125016616,0.052265816,0.207723704,0.204261829,0.077746981,0.085098764,0.077066735,0.165690857,0.099277272,0.113580075,0.119060932,0.10367192,0.101054757,0.10177671,0.064080583,0.106176749,0.048400685,0.100496456,0.103344615,0.145105884,0.072992962,0.156623878,0.113886776,0.091809286,0.162758302,0.07853092,0.11683116,0.090229391,0.207705271,0.079862557,0.044231785,0.117533728,0.094497436,0.139168716,0.193515073,0.079997576,0.042610864,0.085264065,0.109440965,0.086310608,0.166394835,0.09978319,0.112200946,0.117556376,0.0449724,0.131824266,0.05399351,0.074595492,0.172387794,0.095902621,0.144655118,0.084412297,0.05492976,0.088605898,0.081521524,0.079660055,0.087209736,0.104385888,0.114436963,0.127259935
O15111,0.068673146,0.055353205,0.051988507,0.076591293,0.127184045,0.064379831,0.041100165,0.06560135,0.102811245,0.071165699,0.076696752,0.100518248,0.120597064,0.107704933,0.053295425,0.073388598,0.099844437,0.050092703,0.115568723,0.068626474,0.078670993,0.06853595,0.087446106,0.044759223,0.07961677,0.125100592,0.073273771,0.108440265,0.105363965,0.062682487,0.09650756,0.096997849,0.097954854,0.058682748,0.060163616,0.093279819,0.08341656,0.081820021,0.052132415,0.119771466,0.05606855,0.095348347,0.080497274,0.103687575,0.101917465,0.064924794,0.086211648,0.064889559,0.070983211,0.076467903,0.111006795,0.120885191,0.064601457,0.056583513,0.077464101,0.109194868,0.074405465,0.099344701,0.055890434,0.088153894,0.049103616,0.107105614,0.113402088,0.07866387,0.123252139,0.12599907,0.028916137,0.11214404,0.075961469,0.10019651,0.110426596,1.0,0.049792339,0.063965616,0.074650255,0.056333867,0.103492492,0.072330776,0.09666721,0.07207191,0.061891224,0.061136609,0.083895956,0.068699283,0.108629039,0.104463536,0.081007609,0.067122368,0.061238404,0.077996495,0.09222977,0.10222664,0.0761091,0.079211015,0.076864583,0.082351927,0.10521757,0.098285477,0.06629912,0.084271448,0.036921079,0.097629237,0.05387414,0.067042102,0.115000104,0.069401394,0.089539375,0.079654081,0.068381142,0.077805656,0.102814211,0.077011415,0.076382783,0.106140611,0.096385546,0.055959045,0.060055255,0.109402623,0.071436143,0.049057894,0.10274906,0.103982122,0.133757465,0.047710598,0.073106208,0.078092969,0.055856492,0.08560062,0.102237119,0.073758903,0.048152048,0.128963329,0.127380987,0.060224775,0.064712428,0.068148603,0.104923906,0.087535185,0.079683237,0.500450941,0.141507209,0.082356404,0.08594689,0.056867981,0.083572732,0.045891218,0.080072888,0.078074318,0.088274819,0.058653354,0.08440169,0.103011372,0.066085136,0.096935278,0.066453117,0.087152852,0.076656317,0.123962288,0.065091033,0.044729786,0.096593082,0.074755957,0.072158016,0.101482582,0.069228183,0.047240307,0.056260819,0.089917138,0.086776285,0.10573279,0.075962806,0.081052001,0.074496173,0.057604454,0.085254389,0.05276254,0.077220197,0.104360324,0.08248516,0.109445299,0.071426431,0.044811662,0.070001727,0.062275179,0.07876564,0.068741595,0.091923531,0.085378246,0.087170155
P54619,0.042057713,0.02890368,0.036028319,0.052771993,0.058300873,0.035167898,0.027338381,0.047575068,0.037146928,0.040163503,0.037395205,0.036772342,0.054444638,0.052028245,0.03236913,0.050223772,0.037518096,0.040920115,0.05286747,0.046671135,0.039640246,0.038338696,0.043992727,0.054155914,0.05261725,0.04329567,0.045042437,0.045398155,0.035304329,0.03746593,0.042531545,0.050370045,0.055329401,0.033456065,0.042986271,0.046911237,0.040603954,0.035753157,0.032076243,0.043784471,0.040441302,0.047689308,0.048515886,0.053382749,0.035998698,0.049325001,0.043708991,0.0502481,0.044074892,0.039460131,0.051920042,0.064275308,0.044623652,0.034369063,0.036151696,0.041107889,0.040076047,0.047426275,0.039892796,0.041887845,0.039519909,0.056137355,0.05774426,0.051200379,0.063617018,0.055778496,0.024974187,0.047964377,0.059578683,0.054045305,0.048957895,0.049792339,1.0,0.042864804,0.051338343,0.046283572,0.055561745,0.031495691,0.047307177,0.05162708,0.035421019,0.029318967,0.044766012,0.051223887,0.053015186,0.048430011,0.046756018,0.040987888,0.03547176,0.066993054,0.055566643,0.045410612,0.034349187,0.046712194,0.046999279,0.044223761,0.049786384,0.043107658,0.034596125,0.057678531,0.046754421,0.037274658,0.028821668,0.037662492,0.05758134,0.040019001,0.052186416,0.045532499,0.042165136,0.031912078,0.048905182,0.044507596,0.03900736,0.03642131,0.056034629,0.042571656,0.038094187,0.066679718,0.038872873,0.556104253,0.051170151,0.069350498,0.047024949,0.030968584,0.037604715,0.04146501,0.032034555,0.034225846,0.055222703,0.041433998,0.032722202,0.047590186,0.040321027,0.039332858,0.039677125,0.031627539,0.042806397,0.048135676,0.047931398,0.039343001,0.042875611,0.04393862,0.053234853,0.037561293,0.041413789,0.497722667,0.051272568,0.052780187,0.04626663,0.040084693,0.031897775,0.037913536,0.049982303,0.052275116,0.028057795,0.052050107,0.035693328,0.054095187,0.037505342,0.058227364,0.040896157,0.037334363,0.040061441,0.05185005,0.031308697,0.04262065,0.032989458,0.038328777,0.033664307,0.060285644,0.041567661,0.049142419,0.042965898,0.042170439,0.03639547,0.035075233,0.035626053,0.049069883,0.04934299,0.064993459,0.039990726,0.039977672,0.034648405,0.053423472,0.051163628,0.048435756,0.041985956,0.053310121,0.046737156
P09619,0.128641774,0.104745889,0.108269895,0.07888182,0.069775876,0.132187267,0.038408677,0.066461316,0.076015794,0.051262578,0.055794607,0.076715425,0.082614552,0.070490738,0.1294823,0.052065293,0.061334367,0.046276018,0.075762632,0.140820015,0.069012498,0.196606076,0.060917769,0.033047947,0.066904559,0.06170354,0.052036115,0.059277637,0.059717776,0.432364323,0.052853465,0.069544566,0.077202064,0.20223461,0.092374307,0.062867994,0.060679948,0.106101337,0.1088238,0.073026789,0.279404691,0.059471932,0.129751785,0.073565238,0.058337845,0.09772288,0.069996916,0.116616749,0.047733626,0.196483213,0.086278533,0.074640248,0.05169745,0.207244093,0.070436878,0.05540435,0.053979377,0.066289037,0.287522316,0.054699118,0.041265258,0.075310347,0.075047523,0.147513775,0.071578154,0.074458047,0.030815871,0.065939615,0.09936062,0.073628885,0.071836224,0.063965616,0.042864804,1.0,0.059512358,0.061347607,0.063636129,0.124175813,0.075253715,0.145415775,0.145420754,0.135943023,0.138965928,0.134437649,0.074141805,0.081914968,0.081248125,0.140935223,0.079275604,0.082889571,0.068970275,0.083243003,0.059289802,0.070557878,0.14540047,0.064645394,0.052537365,0.072233751,0.114032906,0.062615129,0.03769744,0.069339561,0.107392934,0.126488829,0.07504522,0.19645833,0.054330259,0.067902053,0.143207226,0.072955612,0.06305829,0.069615238,0.08496388,0.05736854,0.078253942,0.232382869,0.058789916,0.077102624,0.069886217,0.039432991,0.064845406,0.077426893,0.054465896,0.051078928,0.06178951,0.109433552,0.090324759,0.064629629,0.077741169,0.073928082,0.099013665,0.077922808,0.076917499,0.158191864,0.071202141,0.107277771,0.060704427,0.059477297,0.139965764,0.060191958,0.047954634,0.061181085,0.064669237,0.210743785,0.133108033,0.040319895,0.13145795,0.142056901,0.066733289,0.044265438,0.059414547,0.068648439,0.123038167,0.065600425,0.039426759,0.067252754,0.113828429,0.078205375,0.109982595,0.044574593,0.066442117,0.054227207,0.067010242,0.053873411,0.102594678,0.052000539,0.053631443,0.069840792,0.057510168,0.066241626,0.052871168,0.080217109,0.074022783,0.053426035,0.078400589,0.111892179,0.044965699,0.064027167,0.134446553,0.075926939,0.053555903,0.102793769,0.106992269,0.130002763,0.068644466,0.067282599,0.069109239,0.073269374,0.062862911
P11309,0.069725527,0.050945834,0.062309331,0.119335071,0.148516812,0.067391975,0.029460218,0.076870305,0.114596059,0.083896387,0.108455248,0.1152053,0.114306118,0.144229763,0.061748749,0.096124618,0.100613103,0.048202577,0.177944378,0.090666697,0.099034381,0.08326658,0.069585605,0.04891266,0.119868188,0.136072138,0.090379672,0.120597986,0.063915274,0.064103416,0.127960127,0.124310869,0.159914841,0.064102871,0.052050698,0.117077011,0.603549291,0.067306637,0.063375382,0.116259485,0.072133255,0.119465901,0.106307424,0.169966118,0.130019724,0.098208328,0.099026424,0.079636889,0.067320013,0.081591986,0.116710578,0.123917248,0.069427057,0.057662993,0.100180497,0.139920042,0.08268604,0.127908536,0.063964075,0.139258962,0.047135094,0.140154761,0.14519209,0.086594546,0.132735577,0.139101047,0.02457799,0.138437567,0.107641422,0.183081162,0.136016523,0.074650255,0.051338343,0.059512358,1.0,0.052242513,0.137031938,0.074431172,0.125602303,0.107861978,0.06910008,0.080253628,0.130139392,0.086209737,0.115667185,0.103864287,0.11432202,0.062680205,0.061316742,0.093079847,0.117559047,0.113832733,0.10169999,0.10722308,0.106659862,0.118006531,0.12078907,0.1188075,0.085576237,0.112164089,0.04766302,0.107131601,0.066868218,0.09175373,0.11233242,0.077407429,0.099651728,0.112294312,0.070132684,0.071708892,0.099131117,0.106134113,0.107099073,0.134838646,0.10647742,0.054758081,0.084313068,0.115677661,0.112315211,0.068336014,0.115270159,0.12577968,0.073311821,0.045307665,0.10985608,0.071820004,0.070221862,0.074666638,0.122817833,0.10077128,0.055712507,0.139029033,0.139316958,0.072351437,0.085037288,0.069046395,0.108156966,0.088744361,0.135883521,0.072104097,0.071248399,0.078876065,0.106206145,0.05664106,0.1104237,0.058015911,0.11263644,0.114056704,0.128124952,0.053722453,0.10955054,0.112052807,0.108460704,0.150123283,0.056258855,0.139709752,0.083478537,0.148117911,0.063835461,0.059245414,0.111750935,0.113747835,0.098618012,0.142902934,0.075531962,0.043370413,0.111869549,0.072526947,0.066259374,0.148844702,0.089371813,0.128246163,0.111206375,0.043423741,0.096321752,0.060264311,0.067943144,0.138622304,0.103301019,0.117953049,0.063727659,0.057534745,0.082540885,0.101863661,0.083466931,0.073324443,0.122004151,0.099909449,0.112367415
